Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
fracture porosity,quality,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,fracture,domain_term,1.0,"created by natural cracks, fissures, or breaks",REJECTED,"Domain violation: 'quality' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
fracture porosity,quality,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,pore system,domain_term,1.0,contribute to the overall porous system,ACCEPTED,Valid.
fracture porosity,quality,has_part,http://purl.obolibrary.org/obo/BFO_0000051,void space,external,1.0,composed of the void space,REJECTED,Unknown object category 'unknown'.
macrocrystalline quartz,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore,domain_term,1.0,precipitates as a late-stage phase in the center of pores,ACCEPTED,Valid.
macrocrystalline quartz,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,precipitation,external,0.8,it commonly precipitates as a late-stage phase,REJECTED,Unknown object category 'unknown'.
macrocrystalline quartz,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,replacement,domain_term,1.0,can also replace carbonate components,ACCEPTED,Valid.
mica,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,siltstone,domain_term,1.0,within siliciclastic siltstones and mudstones,ACCEPTED,Valid.
mica,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,mudstone,domain_term,1.0,within siliciclastic siltstones and mudstones,ACCEPTED,Valid.
mica,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,carbonate facies,domain_term,1.0,present as an accessory clastic grain within resedimented carbonate facies,REJECTED,"Range violation: 'Sedimentary Facies' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
post-rift sequence,Stratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,sag phase,domain_term,1.0,deposited during the thermal subsidence or sag phase,ACCEPTED,Valid.
post-rift sequence,Stratigraphic Unit,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,rift phase,domain_term,0.8,follows the main continental rifting stage,REJECTED,"Domain violation: 'Stratigraphic Unit' has metatypes ['Continuant', 'IndependentContinuant', 'MaterialEntity', 'Object'] which do not intersect allowed domain ['History', 'Occurrent', 'Process', 'ProcessBoundary', 'SpatiotemporalRegion', 'TemporalInstant', 'TemporalRegion'] for 'preceded_by'."
post-rift sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,Barra Velha Formation,domain_term,1.0,composed of the lacustrine carbonates of the Barra Velha Formation,ACCEPTED,Valid.
post-rift sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,Ariri Formation,domain_term,1.0,and the overlying evaporites of the Ariri Formation,ACCEPTED,Valid.
volcanic fragment,Geological Object,derives_from,http://purl.obolibrary.org/obo/RO_0001000,volcanic rock,domain_term,1.0,composed of material derived from volcanic rock,ACCEPTED,Valid.
volcanic fragment,Geological Object,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate facies,external,1.0,found as constituent grains within lacustrine carbonate facies,REJECTED,Unknown object category 'unknown'.
volcanic fragment,Geological Object,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,formation of stevensite,external,0.8,contributing to the formation of authigenic clays like stevensite,REJECTED,Unknown object category 'unknown'.
vugular porosity,Lithology,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,dissolution of carbonate minerals,external,1.0,formed by the non-fabric selective dissolution of carbonate minerals,REJECTED,Unknown object category 'unknown'.
vugular porosity,Lithology,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,calcirudite,domain_term,0.8,occurring predominantly in calcirudite and shrubstone facies,ACCEPTED,Valid.
vugular porosity,Lithology,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,shrubstone,domain_term,0.8,occurring predominantly in calcirudite and shrubstone facies,ACCEPTED,Valid.
marine water,Earth Fluid,derives_from,http://purl.obolibrary.org/obo/RO_0001000,ocean,external,1.0,originating from the sea or ocean,REJECTED,Unknown object category 'unknown'.
marine water,Earth Fluid,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,deposition of Ariri Formation,external,0.8,led to the deposition of the overlying Ariri Formation evaporites,REJECTED,Unknown object category 'unknown'.
marine water,Earth Fluid,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,termination of the pre-salt lacustrine system,external,0.8,terminated the Pre-Salt lacustrine system,REJECTED,Unknown object category 'unknown'.
structural setting,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fault,domain_term,1.0,defined by the geometric arrangement and interplay of tectonic elements such as faults,ACCEPTED,Valid.
structural setting,Geological Structure,has_part,http://purl.obolibrary.org/obo/BFO_0000051,fold,external,1.0,"defined by the geometric arrangement and interplay of tectonic elements such as faults, folds",REJECTED,Unknown object category 'unknown'.
structural setting,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,rifting,external,1.0,horst-and-graben architecture resulting from rifting,REJECTED,Unknown object category 'unknown'.
cementstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,cement,domain_term,1.0,dominated by in-situ precipitated cement,ACCEPTED,Valid.
cementstone,Sedimentary Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,coalescence of fibrous calcite,external,1.0,formed by the coalescence of fibrous calcite,REJECTED,Unknown object category 'unknown'.
cementstone,Sedimentary Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,coalescence of radiating spherulites,external,1.0,formed by the coalescence of fibrous calcite or radiating spherulites,REJECTED,Unknown object category 'unknown'.
depositional cycle,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,carbonate facies,domain_term,1.0,a recurring vertical succession of genetically related carbonate facies,ACCEPTED,Valid.
depositional cycle,Facies Association,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,lake-level fluctuations,external,1.0,primarily driven by lake-level fluctuations,REJECTED,Unknown object category 'unknown'.
depositional cycle,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,shrubstone,domain_term,1.0,with in situ facies like shrubstones or mudstones at their base,ACCEPTED,Valid.
depositional cycle,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,mudstone,domain_term,1.0,with in situ facies like shrubstones or mudstones at their base,ACCEPTED,Valid.
laminated mudstone,Sedimentary Facies,has_part,http://purl.obolibrary.org/obo/BFO_0000051,carbonate-rich layers,external,1.0,"characterized by a millimetric-scale alternation of light-colored, carbonate-rich layers",REJECTED,Unknown object category 'unknown'.
laminated mudstone,Sedimentary Facies,has_part,http://purl.obolibrary.org/obo/BFO_0000051,organic-rich layers,external,1.0,"and dark, organic-rich layers",REJECTED,Unknown object category 'unknown'.
laminated mudstone,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,peloid,domain_term,1.0,can contain peloids,ACCEPTED,Valid.
laminated mudstone,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,ostracod,domain_term,1.0,"can contain peloids, ostracods",ACCEPTED,Valid.
dolomudstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,dolomite,domain_term,1.0,predominantly composed of mud-grade dolomite crystals,ACCEPTED,Valid.
dolomudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,calcite,domain_term,1.0,containing fine calcite particles,ACCEPTED,Valid.
dolomudstone,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,low matrix porosity,external,1.0,exhibits low matrix porosity,REJECTED,Unknown object category 'unknown'.
dolomudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,intercrystalline pore,domain_term,1.0,consisting of small intercrystalline and interparticle pores,ACCEPTED,Valid.
passive-margin basin,Basin,located_in,http://purl.obolibrary.org/obo/BFO_0000171,continental margin,domain_term,1.0,develops on a passive continental margin,ACCEPTED,Valid.
passive-margin basin,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,breakup of a continent,external,1.0,formed under an extensional tectonic regime during the breakup of a continent,REJECTED,Unknown object category 'unknown'.
passive-margin basin,Basin,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,thermal subsidence,domain_term,1.0,Its evolution is characterized by a post-rift phase of thermal subsidence,ACCEPTED,Valid.
reworked carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcitic spherulites,external,1.0,"composed of transported and redeposited fragments of pre-existing carbonate facies, primarily calcitic spherulites",REJECTED,Unknown object category 'unknown'.
reworked carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,shrub,domain_term,1.0,"composed of transported and redeposited fragments of pre-existing carbonate facies, primarily calcitic spherulites and shrubs",ACCEPTED,Valid.
reworked carbonate,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,primary porosity,domain_term,1.0,characterized by high primary porosity and permeability,ACCEPTED,Valid.
reworked carbonate,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,permeability,domain_term,1.0,characterized by high primary porosity and permeability,ACCEPTED,Valid.
carbonate deposit,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mineral,domain_term,0.8,formed by the net accumulation of carbonate minerals and sediments,ACCEPTED,Valid.
carbonate deposit,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,sediment,domain_term,0.8,formed by the net accumulation of carbonate minerals and sediments,ACCEPTED,Valid.
carbonate deposit,Body of Rock,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,geological time interval,external,1.0,formed by the net accumulation of carbonate minerals and sediments over a geological time interval,REJECTED,Unknown object category 'unknown'.
carbonate deposit,Body of Rock,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,carbonate platform,domain_term,0.8,constitute the primary stratigraphic sequences of carbonate platforms,ACCEPTED,Valid.
diagenetic product,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,rock,domain_term,1.0,forms within a rock,ACCEPTED,Valid.
diagenetic product,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenesis,domain_term,1.0,forms within a rock during diagenesis,ACCEPTED,Valid.
fibrous calcite,Lithology,has_quality,http://purl.obolibrary.org/obo/RO_0000086,crystal morphology,external,1.0,Fibrous calcite is a calcite crystal morphology,REJECTED,Unknown object category 'unknown'.
fibrous calcite,Lithology,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,reservoir facies,domain_term,1.0,it is a fundamental component of key reservoir facies,ACCEPTED,Valid.
fibrous calcite,Lithology,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,boundstone,domain_term,0.8,forming the primary framework of shrubby boundstones,ACCEPTED,Valid.
fibrous calcite,Lithology,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,0.8,in a high-saturation lacustrine setting,REJECTED,"Domain violation: 'Lithology' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
aragonite,Earth Material,part_of,http://purl.obolibrary.org/obo/BFO_0000050,biogenic grains,external,1.0,is a primary constituent of biogenic grains,REJECTED,Unknown object category 'unknown'.
aragonite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate,domain_term,1.0,in Pre-Salt lacustrine carbonates,ACCEPTED,Valid.
aragonite,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,0.8,susceptible to diagenetic alteration through dissolution,ACCEPTED,Valid.
aragonite,Earth Material,derives_into,http://purl.obolibrary.org/obo/RO_0001001,calcite,domain_term,1.0,neomorphism to calcite,ACCEPTED,Valid.
continental carbonate,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine system,domain_term,1.0,"forms in a wide range of non-marine depositional environments, including lacustrine, palustrine, and spring systems",ACCEPTED,Valid.
continental carbonate,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,palustrine system,external,1.0,"forms in a wide range of non-marine depositional environments, including lacustrine, palustrine, and spring systems",REJECTED,Unknown object category 'unknown'.
continental carbonate,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,spring system,external,1.0,"forms in a wide range of non-marine depositional environments, including lacustrine, palustrine, and spring systems",REJECTED,Unknown object category 'unknown'.
continental carbonate,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,microbial activity,external,0.8,"subject to the direct influence of meteoric fluids, microbial activity, and pedogenetic processes",REJECTED,Unknown object category 'unknown'.
mg-silicate gel,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,0.8,"forms in alkaline, Mg- and SiO2-rich lacustrine waters",ACCEPTED,Valid.
mg-silicate gel,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,evaporation,domain_term,1.0,"forms in alkaline, Mg- and SiO2-rich lacustrine waters during periods of intense evaporation",ACCEPTED,Valid.
mg-silicate gel,Earth Material,derives_into,http://purl.obolibrary.org/obo/RO_0001001,stevensite,domain_term,1.0,forming more stable crystalline Mg-silicate minerals such as stevensite,ACCEPTED,Valid.
mg-silicate gel,Earth Material,precedes,http://purl.obolibrary.org/obo/BFO_0000063,formation of calcite spherulites,external,1.0,its precipitation influences water chemistry and often precedes the formation of calcite spherulites,REJECTED,Unknown object category 'unknown'.
