Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
dark shale,organic-rich shale,rdfs:subClassOf,Sedimentary Rock,False,"Dark shale is a fine-grained, organic-rich sedimentary rock that is characterized by its dark coloration, high gamma-ray signature, and significant source rock potential. Within the Brazilian Pre-Salt, these shales are prominently found within the Itapema Formation, where they can act as effective vertical seals that compartmentalize reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
Chemical Sedimentary Rock,sedimentary rock,rdfs:subClassOf,Sedimentary Rock,True,Chemical Sedimentary Rock is a sedimentary rock formed by the precipitation of minerals from an aqueous solution.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
chert,Chemical Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Chert is a siliceous sedimentary rock composed of microcrystalline quartz that, in Pre-Salt lacustrine settings, is primarily formed by low-temperature silica precipitation associated with microbial activity. It commonly occurs as microbial boundstone buildups, as thin beds, or as a replacive diagenetic mineral. Due to its frequent development of vuggy and fracture porosity, chert constitutes a major reservoir facies in these systems.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
evaporite,Chemical Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Evaporite is a chemical sedimentary rock that is formed by the precipitation of mineral salts from a body of water that has become concentrated by evaporation. In the Brazilian Pre-Salt, these Aptian-age deposits are predominantly composed of halite and anhydrite, forming the regional seal above the carbonate reservoirs. The significant thickness and ductile nature of the halite layers also drive halokinesis, creating complex salt structures that influence overburden deformation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
evaporite deposit,Chemical Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"An evaporite deposit is a chemical sedimentary rock that is formed by the precipitation of saline minerals, such as halite, anhydrite, and carnallite, from the evaporation of a restricted lacustrine or shallow marine water body. In the Brazilian Pre-Salt, these deposits constitute thick, stratified successions, like the Ariri and Retiro Formations, that serve as a critical regional seal for the underlying hydrocarbon accumulations. The evaporite sequence also influences the thermal regime of the basin, preventing the overmaturation of source rocks.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
carbonate rock,sedimentary rock,rdfs:subClassOf,Sedimentary Rock,False,"Carbonate rock is a class of sedimentary rock that is composed of more than 50% carbonate minerals, principally calcite and dolomite. Characterized by high chemical reactivity, these rocks exhibit significant heterogeneity due to complex depositional and diagenetic processes, forming unique lacustrine types in the Brazilian Pre-Salt such as microbially-influenced shrubstones and chemically precipitated spherulites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
carbonate,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Carbonate is a class of sedimentary rocks that is composed primarily of carbonate minerals, such as calcite and dolomite, originating from biological activity, chemical precipitation, or the accumulation of skeletal fragments. In the context of the Brazilian Pre-Salt, these rocks form extensive lacustrine reservoir systems, often classified by their depositional texture and unique constituents like microbialites and spherulites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
limestone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Limestone is a carbonate sedimentary rock that is composed predominantly of calcium carbonate minerals, chiefly calcite and aragonite. In the Brazilian Pre-Salt, it encompasses a wide range of lacustrine facies, including bioclastic, spherulitic, and argillaceous varieties, whose reservoir quality is often controlled by subsequent diagenetic processes like dissolution, brecciation, and silicification.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
dolostone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Dolostone is a sedimentary carbonate rock that is predominantly composed of the mineral dolomite, typically formed through the diagenetic replacement of precursor calcium carbonate minerals. In the Brazilian Pre-Salt, these rocks are often characterized by dolomite rhombs and aggregates within a matrix of Mg-clays and organic matter, and frequently exhibit high intercrystalline porosity and permeability, constituting an important reservoir facies.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
marl,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Marl is a sedimentary rock that is composed of a mixture of carbonate minerals, such as calcite, and fine-grained siliciclastic sediment, primarily clay and silt. It is typically an earthy, low-permeability deposit formed in low-energy aquatic environments, including freshwater or brackish lakes. Within the Brazilian Pre-Salt succession, rocks with this composition are generally referred to as argillaceous limestones or calcareous mudstones and often act as non-reservoir intervals or seals.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
calcilutite,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Calcilutite is a fine-grained carbonate rock that is composed of mud-sized particles and often characterized by complex textures including parallel or crenulated laminations, peloids, and microbial structures. In the Brazilian Pre-Salt, it is predominantly composed of calcite, dolomite, and quartz, reflecting significant post-depositional alteration through dolomitization and silicification.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
shrubstone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Shrubstone is a carbonate rock that is composed primarily of shrubs, which are fascicular aggregates of fibrous calcite crystals displaying branched, bush-like growth patterns. These shrubs can coalesce to form layered crusts or domal structures and often exhibit significant inter-aggregate and vugular porosity, making it a key reservoir lithotype in lacustrine carbonate systems. It is commonly classified into subtypes, such as shrubby or arborescent, based on the scale of its growth framework.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
fascicular calcite crust,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Fascicular calcite crust is an abiotic carbonate precipitate that is characterized by coalescing, shrub-like aggregates of fascicular-optic calcite crystals which form vertically accreted layers. Formed through syngenetic or early diagenetic chemical precipitation at or near the water-sediment interface in lacustrine environments, these crusts constitute a primary reservoir facies in the Brazilian Pre-Salt and are distinct from microbialites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
floatstone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Floatstone is a matrix-supported carbonate rock that is characterized by containing over 10% of components larger than 2 millimeters in diameter which are supported by a finer-grained matrix. In the Brazilian Pre-Salt, these larger components often consist of microbialite fragments, oncoids, shells, and various tufa types, embedded within a matrix of micrite, silt, or sand.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
cementstone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Cementstone is a carbonate rock that is texturally defined by being dominated by in-situ precipitated cement rather than depositional grains or a biological framework. In the Brazilian Pre-Salt, it refers to chemogenic lacustrine limestones, such as shrub framestones, formed by the coalescence of fibrous calcite or radiating spherulites.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,
