Term,NLD,Context_Used
weathering,"Weathering is a near-surface alteration process that modifies exposed carbonate rocks through chemical, physical, and biogenic reactions during subaerial exposure, commonly obliterating the original rock texture. In the Brazilian pre-salt, it is expressed as weathering profiles or paleosol-like intervals developed on exposed shallow-lake or structural-high deposits, typically showing fine-grained granular fabric, possible root marks, common dolomitization and silicification, and locally sharp contacts with the underlying unweathered rock.",True
basement rock,"Basement rock is the pre-sedimentary geological substrate that forms the structural floor beneath the Brazilian pre-salt succession. In the Santos Basin, it comprises mainly Precambrian crystalline rocks such as granitoids and gneisses, and, in economic-stratigraphic terms, may also include the Camboriú Formation basalts that overlie the crystalline basement unconformably; its composition and inherited fabric strongly influence rifting, basement highs, and the distribution of overlying lacustrine carbonate reservoirs.",True
acoustic impedance,"Acoustic impedance is an elastic property of the formation that equals the product of bulk density and P-wave velocity. In Brazilian Pre-Salt carbonates, it is commonly computed from density and sonic logs or used in seismic interpretation, and where matrix composition is relatively uniform its variations are largely controlled by total porosity, so low-impedance zones can indicate reservoir facies such as carbonate mounds.",True
tholeiitic basalt,"Tholeiitic basalt is a mafic volcanic rock that crystallizes from tholeiitic magma, typically low in alkalis relative to silica, and in the Brazilian pre-salt occurs as Early Cretaceous flood or subaqueous basalt flows underlying the sedimentary succession or interbedded with the Itapema and Barra Velha formations. In the Santos and Campos basins, these basalts are commonly linked to the Camboriú/Cabiúnas magmatic event and are reservoir-relevant because they may constitute the economic basement and locally act as flow barriers or, where intensely fractured, high-permeability conduits.",True
carbonate ramp,"Carbonate ramp is a carbonate platform that has a low-angle, gently sloping profile and facies belts that grade from backshore or shoreface into offshore and profundal settings without an abrupt shelf margin. In the Brazilian Pre-Salt, its facies distribution is strongly controlled by fair-weather and storm-wave hydrodynamic zones and may also be influenced by hemigraben subsidence and fault reactivation.",True
transitional environment,"Transitional environment is a depositional setting that lies between two adjacent environments and is characterized by intermediate water-energy or physicochemical conditions. In the Brazilian Pre-Salt, it commonly refers to facies belts such as slope or beach zones between shallow and deeper lacustrine settings, where moderate energy and mixed deposits such as grainstones, spherulites, and hybrid fabrics can develop.",True
aggradation,"Aggradation is a stratigraphic stacking pattern that builds carbonate deposits upward by predominantly vertical accumulation as accommodation is created, rather than mainly by basinward progradation. In the Brazilian Pre-Salt, it is expressed by the vertical stacking of seismic facies and the growth of mounded marginal build-ups or promontories, commonly linked to subsidence on rotating fault blocks and locally accompanied by backstepping or asymmetric margin growth.",True
granite,"Granite is an intrusive igneous rock that crystallizes slowly at depth and is composed predominantly of quartz and feldspars, with minor micas and accessory minerals. In the Brazilian Pre-Salt, granite commonly refers to part of the crystalline basement underlying the Aptian carbonate succession, where its fracturing, weathering, or local reworking can influence sediment supply and reservoir architecture.",False
pre-salt carbonate,"Pre-salt carbonate is a lacustrine carbonate rock that was deposited in the Lower Cretaceous pre-evaporitic interval beneath the South Atlantic salt, forming the main reservoir facies of the Brazilian Pre-Salt. It is typically composed of limestone, dolomite, and silica with frequent magnesian clays such as stevensite, and occurs in highly variable facies including bioclastic grainstones and rudstones, fascicular calcite crusts, spherulitic deposits, and reworked intraclastic carbonates. Its reservoir quality is commonly highly heterogeneous because of strong facies variability and complex diagenetic overprinting, including dolomitization and silicification.",True
mound,"Mound is a carbonate buildup that forms a positive-relief, commonly isolated or platform-margin body through shrub-rich carbonate precipitation, typically linked to hydrothermal fluid discharge along faults in lacustrine Pre-Salt settings. In the Brazilian Pre-Salt, mounds are seismic facies composed mainly of shrubstone and shrubby spherulitestone, formed in intermediate to shallow sublittoral zones, locally exposed subaerially, and commonly enriched in silica and uranium.",True
passive margin basin,"Passive margin basin is a sedimentary basin that develops on a tectonically quiescent continental margin after continental breakup and ocean opening. In the Brazilian Pre-Salt, exemplified by the Santos Basin, it is related to the Neocomian breakup of Gondwana and typically records rift, post-rift or sag, and drift successions from continental to transitional and marine environments.",True
turonian,"Turonian is a Late Cretaceous geologic age and stratigraphic stage that lies between the Cenomanian and Coniacian stages. In the Santos Basin postsalt succession, Cenomanian–Turonian marine black shales of the lower Itajaí-Açu Formation are important source rocks that generated hydrocarbons after reaching peak thermal maturity in deeper areas influenced by salt withdrawal.",True
